,Tweets,Tweets_token,rating_description_str,lower,no_punc,stopwords_removed,pos_tags,wordnet_pos,lemmatized,tokenized
162,#USER# #USER# I guess her anti bully project really worked! Be best! What a farce!,"['#USER#', '#USER#', 'I', 'guess', 'her', 'anti', 'bully', 'project', 'really', 'worked!', 'Be', 'best!', 'What', 'a', 'farce!']",#USER# #USER# I guess her anti bully project really worked! Be best! What a farce!,"['#', 'user', '#', '#', 'user', '#', 'i', 'guess', 'her', 'anti', 'bully', 'project', 'really', 'worked', '!', 'be', 'best', '!', 'what', 'a', 'farce', '!']","['user', 'user', 'i', 'guess', 'her', 'anti', 'bully', 'project', 'really', 'worked', 'be', 'best', 'what', 'a', 'farce']","['i', 'guess', 'her', 'anti', 'bully', 'project', 'really', 'worked', 'be', 'best', 'what', 'farce']","[('i', 'NN'), ('guess', 'VBD'), ('her', 'PRP$'), ('anti', 'NN'), ('bully', 'RB'), ('project', 'VBP'), ('really', 'RB'), ('worked', 'VBN'), ('be', 'VB'), ('best', 'JJS'), ('what', 'WP'), ('farce', 'NN')]","[('i', 'n'), ('guess', 'v'), ('her', 'n'), ('anti', 'n'), ('bully', 'r'), ('project', 'v'), ('really', 'r'), ('worked', 'v'), ('be', 'v'), ('best', 'a'), ('what', 'n'), ('farce', 'n')]","['i', 'guess', 'her', 'anti', 'bully', 'project', 'really', 'work', 'be', 'best', 'what', 'farce']","['#', 'USER', '#', '#', 'USER', '#', 'I', 'guess', 'her', 'anti', 'bully', 'project', 'really', 'worked', '!', 'Be', 'best', '!', 'What', 'a', 'farce', '!']"
163,"Come one, come all and join the derelict GQP Circus! Only deranged humanoids need apply! #URL# #URL#","['Come', 'one,', 'come', 'all', 'and', 'join', 'the', 'derelict', 'GQP', 'Circus!', 'Only', 'deranged', 'humanoids', 'need', 'apply!', '#URL#', '#URL#']","Come one, come all and join the derelict GQP Circus! Only deranged humanoids need apply! #URL# #URL#","['come', 'one', ',', 'come', 'all', 'and', 'join', 'the', 'derelict', 'gqp', 'circus', '!', 'only', 'deranged', 'humanoids', 'need', 'apply', '!', '#', 'url', '#', '#', 'url', '#']","['come', 'one', 'come', 'all', 'and', 'join', 'the', 'derelict', 'gqp', 'circus', 'only', 'deranged', 'humanoids', 'need', 'apply', 'url', 'url']","['come', 'one', 'come', 'all', 'and', 'join', 'derelict', 'gqp', 'circus', 'only', 'deranged', 'humanoids', 'need', 'apply']","[('come', 'VB'), ('one', 'CD'), ('come', 'VBN'), ('all', 'DT'), ('and', 'CC'), ('join', 'VB'), ('derelict', 'JJ'), ('gqp', 'NN'), ('circus', 'NN'), ('only', 'RB'), ('deranged', 'VBD'), ('humanoids', 'NNS'), ('need', 'VBP'), ('apply', 'VB')]","[('come', 'v'), ('one', 'n'), ('come', 'v'), ('all', 'n'), ('and', 'n'), ('join', 'v'), ('derelict', 'a'), ('gqp', 'n'), ('circus', 'n'), ('only', 'r'), ('deranged', 'v'), ('humanoids', 'n'), ('need', 'v'), ('apply', 'v')]","['come', 'one', 'come', 'all', 'and', 'join', 'derelict', 'gqp', 'circus', 'only', 'derange', 'humanoid', 'need', 'apply']","['Come', 'one', ',', 'come', 'all', 'and', 'join', 'the', 'derelict', 'GQP', 'Circus', '!', 'Only', 'deranged', 'humanoids', 'need', 'apply', '!', '#', 'URL', '#', '#', 'URL', '#']"
164,#USER# Apparently this is what he does. Has anyone ever stopped him? Nope…til this day! #URL#,"['#USER#', 'Apparently', 'this', 'is', 'what', 'he', 'does.', 'Has', 'anyone', 'ever', 'stopped', 'him?', 'Nope…til', 'this', 'day!', '#URL#']",#USER# Apparently this is what he does. Has anyone ever stopped him? Nope…til this day! #URL#,"['#', 'user', '#', 'apparently', 'this', 'is', 'what', 'he', 'does', '.', 'has', 'anyone', 'ever', 'stopped', 'him', '?', 'nope…til', 'this', 'day', '!', '#', 'url', '#']","['user', 'apparently', 'this', 'is', 'what', 'he', 'does', 'has', 'anyone', 'ever', 'stopped', 'him', 'nope…til', 'this', 'day', 'url']","['apparently', 'this', 'what', 'he', 'does', 'anyone', 'ever', 'stopped', 'him', 'nope…til', 'this', 'day']","[('apparently', 'RB'), ('this', 'DT'), ('what', 'WP'), ('he', 'PRP'), ('does', 'VBZ'), ('anyone', 'NN'), ('ever', 'RB'), ('stopped', 'VBD'), ('him', 'PRP'), ('nope…til', 'VB'), ('this', 'DT'), ('day', 'NN')]","[('apparently', 'r'), ('this', 'n'), ('what', 'n'), ('he', 'n'), ('does', 'v'), ('anyone', 'n'), ('ever', 'r'), ('stopped', 'v'), ('him', 'n'), ('nope…til', 'v'), ('this', 'n'), ('day', 'n')]","['apparently', 'this', 'what', 'he', 'do', 'anyone', 'ever', 'stop', 'him', 'nope…til', 'this', 'day']","['#', 'USER', '#', 'Apparently', 'this', 'is', 'what', 'he', 'does', '.', 'Has', 'anyone', 'ever', 'stopped', 'him', '?', 'Nope…til', 'this', 'day', '!', '#', 'URL', '#']"
165,#USER# He needs help. They are all deranged in desperate need of psychological attention. Jail is a nice place to start! #HASHTAG#,"['#USER#', 'He', 'needs', 'help.', 'They', 'are', 'all', 'deranged', 'in', 'desperate', 'need', 'of', 'psychological', 'attention.', 'Jail', 'is', 'a', 'nice', 'place', 'to', 'start!', '#HASHTAG#']",#USER# He needs help. They are all deranged in desperate need of psychological attention. Jail is a nice place to start! #HASHTAG#,"['#', 'user', '#', 'he', 'needs', 'help', '.', 'they', 'are', 'all', 'deranged', 'in', 'desperate', 'need', 'of', 'psychological', 'attention', '.', 'jail', 'is', 'a', 'nice', 'place', 'to', 'start', '!', '#', 'hashtag', '#']","['user', 'he', 'needs', 'help', 'they', 'are', 'all', 'deranged', 'in', 'desperate', 'need', 'of', 'psychological', 'attention', 'jail', 'is', 'a', 'nice', 'place', 'to', 'start', 'hashtag']","['he', 'needs', 'help', 'they', 'are', 'all', 'deranged', 'in', 'desperate', 'need', 'psychological', 'attention', 'jail', 'nice', 'place', 'to', 'start', 'hashtag']","[('he', 'PRP'), ('needs', 'VBZ'), ('help', 'NN'), ('they', 'PRP'), ('are', 'VBP'), ('all', 'DT'), ('deranged', 'VBN'), ('in', 'IN'), ('desperate', 'JJ'), ('need', 'VBP'), ('psychological', 'JJ'), ('attention', 'NN'), ('jail', 'NN'), ('nice', 'JJ'), ('place', 'NN'), ('to', 'TO'), ('start', 'VB'), ('hashtag', 'NN')]","[('he', 'n'), ('needs', 'v'), ('help', 'n'), ('they', 'n'), ('are', 'v'), ('all', 'n'), ('deranged', 'v'), ('in', 'n'), ('desperate', 'a'), ('need', 'v'), ('psychological', 'a'), ('attention', 'n'), ('jail', 'n'), ('nice', 'a'), ('place', 'n'), ('to', 'n'), ('start', 'v'), ('hashtag', 'n')]","['he', 'need', 'help', 'they', 'be', 'all', 'derange', 'in', 'desperate', 'need', 'psychological', 'attention', 'jail', 'nice', 'place', 'to', 'start', 'hashtag']","['#', 'USER', '#', 'He', 'needs', 'help', '.', 'They', 'are', 'all', 'deranged', 'in', 'desperate', 'need', 'of', 'psychological', 'attention', '.', 'Jail', 'is', 'a', 'nice', 'place', 'to', 'start', '!', '#', 'HASHTAG', '#']"
166,Susan Collins wouldn’t know what’s right cause she has  no conscience! #HASHTAG# #URL#,"['Susan', 'Collins', 'would not', 'know', 'what is', 'right', 'because', 'she', 'has', 'no', 'conscience!', '#HASHTAG#', '#URL#']",Susan Collins would not know what is right because she has no conscience! #HASHTAG# #URL#,"['susan', 'collins', 'would', 'not', 'know', 'what', 'is', 'right', 'because', 'she', 'has', 'no', 'conscience', '!', '#', 'hashtag', '#', '#', 'url', '#']","['susan', 'collins', 'would', 'not', 'know', 'what', 'is', 'right', 'because', 'she', 'has', 'no', 'conscience', 'hashtag', 'url']","['susan', 'collins', 'would', 'not', 'know', 'what', 'right', 'because', 'she', 'no', 'conscience', 'hashtag']","[('susan', 'JJ'), ('collins', 'NNS'), ('would', 'MD'), ('not', 'RB'), ('know', 'VB'), ('what', 'WP'), ('right', 'NN'), ('because', 'IN'), ('she', 'PRP'), ('no', 'DT'), ('conscience', 'NN'), ('hashtag', 'NN')]","[('susan', 'a'), ('collins', 'n'), ('would', 'n'), ('not', 'r'), ('know', 'v'), ('what', 'n'), ('right', 'n'), ('because', 'n'), ('she', 'n'), ('no', 'n'), ('conscience', 'n'), ('hashtag', 'n')]","['susan', 'collins', 'would', 'not', 'know', 'what', 'right', 'because', 'she', 'no', 'conscience', 'hashtag']","['Susan', 'Collins', 'would', 'not', 'know', 'what', 'is', 'right', 'because', 'she', 'has', 'no', 'conscience', '!', '#', 'HASHTAG', '#', '#', 'URL', '#']"
167,#USER# You were the light that we followed. You lead us to the right place. You are right. Truth matters. Thank you.,"['#USER#', 'You', 'were', 'the', 'light', 'that', 'we', 'followed.', 'You', 'lead', 'us', 'to', 'the', 'right', 'place.', 'You', 'are', 'right.', 'Truth', 'matters.', 'Thank', 'you.']",#USER# You were the light that we followed. You lead us to the right place. You are right. Truth matters. Thank you.,"['#', 'user', '#', 'you', 'were', 'the', 'light', 'that', 'we', 'followed', '.', 'you', 'lead', 'us', 'to', 'the', 'right', 'place', '.', 'you', 'are', 'right', '.', 'truth', 'matters', '.', 'thank', 'you', '.']","['user', 'you', 'were', 'the', 'light', 'that', 'we', 'followed', 'you', 'lead', 'us', 'to', 'the', 'right', 'place', 'you', 'are', 'right', 'truth', 'matters', 'thank', 'you']","['you', 'were', 'light', 'that', 'we', 'followed', 'you', 'lead', 'us', 'to', 'right', 'place', 'you', 'are', 'right', 'truth', 'matters', 'thank', 'you']","[('you', 'PRP'), ('were', 'VBD'), ('light', 'JJ'), ('that', 'IN'), ('we', 'PRP'), ('followed', 'VBD'), ('you', 'PRP'), ('lead', 'VBP'), ('us', 'PRP'), ('to', 'TO'), ('right', 'JJ'), ('place', 'NN'), ('you', 'PRP'), ('are', 'VBP'), ('right', 'JJ'), ('truth', 'NN'), ('matters', 'NNS'), ('thank', 'VBP'), ('you', 'PRP')]","[('you', 'n'), ('were', 'v'), ('light', 'a'), ('that', 'n'), ('we', 'n'), ('followed', 'v'), ('you', 'n'), ('lead', 'v'), ('us', 'n'), ('to', 'n'), ('right', 'a'), ('place', 'n'), ('you', 'n'), ('are', 'v'), ('right', 'a'), ('truth', 'n'), ('matters', 'n'), ('thank', 'v'), ('you', 'n')]","['you', 'be', 'light', 'that', 'we', 'follow', 'you', 'lead', 'u', 'to', 'right', 'place', 'you', 'be', 'right', 'truth', 'matter', 'thank', 'you']","['#', 'USER', '#', 'You', 'were', 'the', 'light', 'that', 'we', 'followed', '.', 'You', 'lead', 'us', 'to', 'the', 'right', 'place', '.', 'You', 'are', 'right', '.', 'Truth', 'matters', '.', 'Thank', 'you', '.']"
168,#USER# They're really gone off the deep mind. #URL#,"['#USER#', 'They are', 'really', 'gone', 'off', 'the', 'deep', 'mind.', '#URL#']",#USER# They are really gone off the deep mind. #URL#,"['#', 'user', '#', 'they', 'are', 'really', 'gone', 'off', 'the', 'deep', 'mind', '.', '#', 'url', '#']","['user', 'they', 'are', 'really', 'gone', 'off', 'the', 'deep', 'mind', 'url']","['they', 'are', 'really', 'gone', 'off', 'deep', 'mind']","[('they', 'PRP'), ('are', 'VBP'), ('really', 'RB'), ('gone', 'VBN'), ('off', 'RP'), ('deep', 'JJ'), ('mind', 'NN')]","[('they', 'n'), ('are', 'v'), ('really', 'r'), ('gone', 'v'), ('off', 'r'), ('deep', 'a'), ('mind', 'n')]","['they', 'be', 'really', 'go', 'off', 'deep', 'mind']","['#', 'USER', '#', 'They', 'are', 'really', 'gone', 'off', 'the', 'deep', 'mind', '.', '#', 'URL', '#']"
169,"This guy is a farce! Fake, delusional, and incompetent! #HASHTAG# #URL#","['This', 'guy', 'is', 'a', 'farce!', 'Fake,', 'delusional,', 'and', 'incompetent!', '#HASHTAG#', '#URL#']","This guy is a farce! Fake, delusional, and incompetent! #HASHTAG# #URL#","['this', 'guy', 'is', 'a', 'farce', '!', 'fake', ',', 'delusional', ',', 'and', 'incompetent', '!', '#', 'hashtag', '#', '#', 'url', '#']","['this', 'guy', 'is', 'a', 'farce', 'fake', 'delusional', 'and', 'incompetent', 'hashtag', 'url']","['this', 'guy', 'farce', 'fake', 'delusional', 'and', 'incompetent', 'hashtag']","[('this', 'DT'), ('guy', 'NN'), ('farce', 'NN'), ('fake', 'VBP'), ('delusional', 'JJ'), ('and', 'CC'), ('incompetent', 'JJ'), ('hashtag', 'NN')]","[('this', 'n'), ('guy', 'n'), ('farce', 'n'), ('fake', 'v'), ('delusional', 'a'), ('and', 'n'), ('incompetent', 'a'), ('hashtag', 'n')]","['this', 'guy', 'farce', 'fake', 'delusional', 'and', 'incompetent', 'hashtag']","['This', 'guy', 'is', 'a', 'farce', '!', 'Fake', ',', 'delusional', ',', 'and', 'incompetent', '!', '#', 'HASHTAG', '#', '#', 'URL', '#']"
170,#USER# USA is a third world country that  pretends to be a 1st world country. Come out of the dark ages. #HASHTAG#,"['#USER#', 'USA', 'is', 'a', 'third', 'world', 'country', 'that', 'pretends', 'to', 'be', 'a', '1st', 'world', 'country.', 'Come', 'out', 'of', 'the', 'dark', 'ages.', '#HASHTAG#']",#USER# USA is a third world country that pretends to be a 1st world country. Come out of the dark ages. #HASHTAG#,"['#', 'user', '#', 'usa', 'is', 'a', 'third', 'world', 'country', 'that', 'pretends', 'to', 'be', 'a', '1st', 'world', 'country', '.', 'come', 'out', 'of', 'the', 'dark', 'ages', '.', '#', 'hashtag', '#']","['user', 'usa', 'is', 'a', 'third', 'world', 'country', 'that', 'pretends', 'to', 'be', 'a', '1st', 'world', 'country', 'come', 'out', 'of', 'the', 'dark', 'ages', 'hashtag']","['usa', 'third', 'world', 'country', 'that', 'pretends', 'to', 'be', '1st', 'world', 'country', 'come', 'out', 'dark', 'ages', 'hashtag']","[('usa', 'JJ'), ('third', 'JJ'), ('world', 'NN'), ('country', 'NN'), ('that', 'WDT'), ('pretends', 'VBZ'), ('to', 'TO'), ('be', 'VB'), ('1st', 'CD'), ('world', 'NN'), ('country', 'NN'), ('come', 'VB'), ('out', 'RP'), ('dark', 'JJ'), ('ages', 'NNS'), ('hashtag', 'VBP')]","[('usa', 'a'), ('third', 'a'), ('world', 'n'), ('country', 'n'), ('that', 'n'), ('pretends', 'v'), ('to', 'n'), ('be', 'v'), ('1st', 'n'), ('world', 'n'), ('country', 'n'), ('come', 'v'), ('out', 'r'), ('dark', 'a'), ('ages', 'n'), ('hashtag', 'v')]","['usa', 'third', 'world', 'country', 'that', 'pretend', 'to', 'be', '1st', 'world', 'country', 'come', 'out', 'dark', 'age', 'hashtag']","['#', 'USER', '#', 'USA', 'is', 'a', 'third', 'world', 'country', 'that', 'pretends', 'to', 'be', 'a', '1st', 'world', 'country', '.', 'Come', 'out', 'of', 'the', 'dark', 'ages', '.', '#', 'HASHTAG', '#']"
171,#USER# Another member of the MORON CUM LAUDE CLUB!,"['#USER#', 'Another', 'member', 'of', 'the', 'MORON', 'CUM', 'LAUDE', 'CLUB!']",#USER# Another member of the MORON CUM LAUDE CLUB!,"['#', 'user', '#', 'another', 'member', 'of', 'the', 'moron', 'cum', 'laude', 'club', '!']","['user', 'another', 'member', 'of', 'the', 'moron', 'cum', 'laude', 'club']","['another', 'member', 'moron', 'cum', 'laude', 'club']","[('another', 'DT'), ('member', 'NN'), ('moron', 'NN'), ('cum', 'NN'), ('laude', 'NN'), ('club', 'NN')]","[('another', 'n'), ('member', 'n'), ('moron', 'n'), ('cum', 'n'), ('laude', 'n'), ('club', 'n')]","['another', 'member', 'moron', 'cum', 'laude', 'club']","['#', 'USER', '#', 'Another', 'member', 'of', 'the', 'MORON', 'CUM', 'LAUDE', 'CLUB', '!']"
172,It only took him 4years after he satiated himself with $$$$ and positions in power. #HASHTAG# #URL#,"['It', 'only', 'took', 'him', '4years', 'after', 'he', 'satiated', 'himself', 'with', '$$$$', 'and', 'positions', 'in', 'power.', '#HASHTAG#', '#URL#']",It only took him 4years after he satiated himself with $$$$ and positions in power. #HASHTAG# #URL#,"['it', 'only', 'took', 'him', '4years', 'after', 'he', 'satiated', 'himself', 'with', '$', '$', '$', '$', 'and', 'positions', 'in', 'power', '.', '#', 'hashtag', '#', '#', 'url', '#']","['it', 'only', 'took', 'him', '4years', 'after', 'he', 'satiated', 'himself', 'with', 'and', 'positions', 'in', 'power', 'hashtag', 'url']","['only', 'took', 'him', '4years', 'after', 'he', 'satiated', 'himself', 'with', 'and', 'positions', 'in', 'power', 'hashtag']","[('only', 'RB'), ('took', 'VBD'), ('him', 'PRP'), ('4years', 'CD'), ('after', 'IN'), ('he', 'PRP'), ('satiated', 'VBD'), ('himself', 'PRP'), ('with', 'IN'), ('and', 'CC'), ('positions', 'NNS'), ('in', 'IN'), ('power', 'NN'), ('hashtag', 'NN')]","[('only', 'r'), ('took', 'v'), ('him', 'n'), ('4years', 'n'), ('after', 'n'), ('he', 'n'), ('satiated', 'v'), ('himself', 'n'), ('with', 'n'), ('and', 'n'), ('positions', 'n'), ('in', 'n'), ('power', 'n'), ('hashtag', 'n')]","['only', 'take', 'him', '4years', 'after', 'he', 'satiate', 'himself', 'with', 'and', 'position', 'in', 'power', 'hashtag']","['It', 'only', 'took', 'him', '4years', 'after', 'he', 'satiated', 'himself', 'with', '$', '$', '$', '$', 'and', 'positions', 'in', 'power', '.', '#', 'HASHTAG', '#', '#', 'URL', '#']"
173,#USER# #USER# Endless…seems laws are just a suggestion in America!,"['#USER#', '#USER#', 'Endless…seems', 'laws', 'are', 'just', 'a', 'suggestion', 'in', 'America!']",#USER# #USER# Endless…seems laws are just a suggestion in America!,"['#', 'user', '#', '#', 'user', '#', 'endless…seems', 'laws', 'are', 'just', 'a', 'suggestion', 'in', 'america', '!']","['user', 'user', 'endless…seems', 'laws', 'are', 'just', 'a', 'suggestion', 'in', 'america']","['endless…seems', 'laws', 'are', 'just', 'suggestion', 'in', 'america']","[('endless…seems', 'NNS'), ('laws', 'NNS'), ('are', 'VBP'), ('just', 'RB'), ('suggestion', 'NN'), ('in', 'IN'), ('america', 'NN')]","[('endless…seems', 'n'), ('laws', 'n'), ('are', 'v'), ('just', 'r'), ('suggestion', 'n'), ('in', 'n'), ('america', 'n')]","['endless…seems', 'law', 'be', 'just', 'suggestion', 'in', 'america']","['#', 'USER', '#', '#', 'USER', '#', 'Endless…seems', 'laws', 'are', 'just', 'a', 'suggestion', 'in', 'America', '!']"
174,#USER# How no one laughs out loud at this moron is beyond comprehension!,"['#USER#', 'How', 'no', 'one', 'laughs', 'out', 'loud', 'at', 'this', 'moron', 'is', 'beyond', 'comprehension!']",#USER# How no one laughs out loud at this moron is beyond comprehension!,"['#', 'user', '#', 'how', 'no', 'one', 'laughs', 'out', 'loud', 'at', 'this', 'moron', 'is', 'beyond', 'comprehension', '!']","['user', 'how', 'no', 'one', 'laughs', 'out', 'loud', 'at', 'this', 'moron', 'is', 'beyond', 'comprehension']","['how', 'no', 'one', 'laughs', 'out', 'loud', 'at', 'this', 'moron', 'beyond', 'comprehension']","[('how', 'WRB'), ('no', 'DT'), ('one', 'CD'), ('laughs', 'VBZ'), ('out', 'RP'), ('loud', 'RB'), ('at', 'IN'), ('this', 'DT'), ('moron', 'NN'), ('beyond', 'IN'), ('comprehension', 'NN')]","[('how', 'n'), ('no', 'n'), ('one', 'n'), ('laughs', 'v'), ('out', 'r'), ('loud', 'r'), ('at', 'n'), ('this', 'n'), ('moron', 'n'), ('beyond', 'n'), ('comprehension', 'n')]","['how', 'no', 'one', 'laugh', 'out', 'loud', 'at', 'this', 'moron', 'beyond', 'comprehension']","['#', 'USER', '#', 'How', 'no', 'one', 'laughs', 'out', 'loud', 'at', 'this', 'moron', 'is', 'beyond', 'comprehension', '!']"
175,Tick tock...let’s fast forward time. This guy is ready for the Lala land! #URL#,"['Tick', 'tock...let us', 'fast', 'forward', 'time.', 'This', 'guy', 'is', 'ready', 'for', 'the', 'Lala', 'land!', '#URL#']",Tick tock...let us fast forward time. This guy is ready for the Lala land! #URL#,"['tick', 'tock', '...', 'let', 'us', 'fast', 'forward', 'time', '.', 'this', 'guy', 'is', 'ready', 'for', 'the', 'lala', 'land', '!', '#', 'url', '#']","['tick', 'tock', '...', 'let', 'us', 'fast', 'forward', 'time', 'this', 'guy', 'is', 'ready', 'for', 'the', 'lala', 'land', 'url']","['tick', 'tock', '...', 'let', 'us', 'fast', 'forward', 'time', 'this', 'guy', 'ready', 'lala', 'land']","[('tick', 'NN'), ('tock', 'NN'), ('...', ':'), ('let', 'VB'), ('us', 'PRP'), ('fast', 'VB'), ('forward', 'JJ'), ('time', 'NN'), ('this', 'DT'), ('guy', 'NN'), ('ready', 'JJ'), ('lala', 'NN'), ('land', 'NN')]","[('tick', 'n'), ('tock', 'n'), ('...', 'n'), ('let', 'v'), ('us', 'n'), ('fast', 'v'), ('forward', 'a'), ('time', 'n'), ('this', 'n'), ('guy', 'n'), ('ready', 'a'), ('lala', 'n'), ('land', 'n')]","['tick', 'tock', '...', 'let', 'u', 'fast', 'forward', 'time', 'this', 'guy', 'ready', 'lala', 'land']","['Tick', 'tock', '...', 'let', 'us', 'fast', 'forward', 'time', '.', 'This', 'guy', 'is', 'ready', 'for', 'the', 'Lala', 'land', '!', '#', 'URL', '#']"
176,#USER# When when will he be held accountable for all the corruption and American deaths? When? Is there a Justice system or not?,"['#USER#', 'When', 'when', 'will', 'he', 'be', 'held', 'accountable', 'for', 'all', 'the', 'corruption', 'and', 'American', 'deaths?', 'When?', 'Is', 'there', 'a', 'Justice', 'system', 'or', 'not?']",#USER# When when will he be held accountable for all the corruption and American deaths? When? Is there a Justice system or not?,"['#', 'user', '#', 'when', 'when', 'will', 'he', 'be', 'held', 'accountable', 'for', 'all', 'the', 'corruption', 'and', 'american', 'deaths', '?', 'when', '?', 'is', 'there', 'a', 'justice', 'system', 'or', 'not', '?']","['user', 'when', 'when', 'will', 'he', 'be', 'held', 'accountable', 'for', 'all', 'the', 'corruption', 'and', 'american', 'deaths', 'when', 'is', 'there', 'a', 'justice', 'system', 'or', 'not']","['when', 'when', 'will', 'he', 'be', 'held', 'accountable', 'all', 'corruption', 'and', 'american', 'deaths', 'when', 'there', 'justice', 'system', 'not']","[('when', 'WRB'), ('when', 'WRB'), ('will', 'MD'), ('he', 'PRP'), ('be', 'VB'), ('held', 'VBN'), ('accountable', 'JJ'), ('all', 'DT'), ('corruption', 'NN'), ('and', 'CC'), ('american', 'JJ'), ('deaths', 'NNS'), ('when', 'WRB'), ('there', 'EX'), ('justice', 'NN'), ('system', 'NN'), ('not', 'RB')]","[('when', 'n'), ('when', 'n'), ('will', 'n'), ('he', 'n'), ('be', 'v'), ('held', 'v'), ('accountable', 'a'), ('all', 'n'), ('corruption', 'n'), ('and', 'n'), ('american', 'a'), ('deaths', 'n'), ('when', 'n'), ('there', 'n'), ('justice', 'n'), ('system', 'n'), ('not', 'r')]","['when', 'when', 'will', 'he', 'be', 'hold', 'accountable', 'all', 'corruption', 'and', 'american', 'death', 'when', 'there', 'justice', 'system', 'not']","['#', 'USER', '#', 'When', 'when', 'will', 'he', 'be', 'held', 'accountable', 'for', 'all', 'the', 'corruption', 'and', 'American', 'deaths', '?', 'When', '?', 'Is', 'there', 'a', 'Justice', 'system', 'or', 'not', '?']"
177,"#USER# Seriously! What's up with that? 
Have you tried the coconut egg nog? Not bad!","['#USER#', 'Seriously!', 'What is', 'up', 'with', 'that?', 'Have', 'you', 'tried', 'the', 'coconut', 'egg', 'nog?', 'Not', 'bad!']",#USER# Seriously! What is up with that? Have you tried the coconut egg nog? Not bad!,"['#', 'user', '#', 'seriously', '!', 'what', 'is', 'up', 'with', 'that', '?', 'have', 'you', 'tried', 'the', 'coconut', 'egg', 'nog', '?', 'not', 'bad', '!']","['user', 'seriously', 'what', 'is', 'up', 'with', 'that', 'have', 'you', 'tried', 'the', 'coconut', 'egg', 'nog', 'not', 'bad']","['seriously', 'what', 'up', 'with', 'that', 'you', 'tried', 'coconut', 'egg', 'nog', 'not', 'bad']","[('seriously', 'RB'), ('what', 'WP'), ('up', 'RP'), ('with', 'IN'), ('that', 'DT'), ('you', 'PRP'), ('tried', 'VBD'), ('coconut', 'JJ'), ('egg', 'NN'), ('nog', 'MD'), ('not', 'RB'), ('bad', 'JJ')]","[('seriously', 'r'), ('what', 'n'), ('up', 'r'), ('with', 'n'), ('that', 'n'), ('you', 'n'), ('tried', 'v'), ('coconut', 'a'), ('egg', 'n'), ('nog', 'n'), ('not', 'r'), ('bad', 'a')]","['seriously', 'what', 'up', 'with', 'that', 'you', 'try', 'coconut', 'egg', 'nog', 'not', 'bad']","['#', 'USER', '#', 'Seriously', '!', 'What', 'is', 'up', 'with', 'that', '?', 'Have', 'you', 'tried', 'the', 'coconut', 'egg', 'nog', '?', 'Not', 'bad', '!']"
178,#USER# Maybe he should receive a petition from the people he serves to do his job.,"['#USER#', 'Maybe', 'he', 'should', 'receive', 'a', 'petition', 'from', 'the', 'people', 'he', 'serves', 'to', 'do', 'his', 'job.']",#USER# Maybe he should receive a petition from the people he serves to do his job.,"['#', 'user', '#', 'maybe', 'he', 'should', 'receive', 'a', 'petition', 'from', 'the', 'people', 'he', 'serves', 'to', 'do', 'his', 'job', '.']","['user', 'maybe', 'he', 'should', 'receive', 'a', 'petition', 'from', 'the', 'people', 'he', 'serves', 'to', 'do', 'his', 'job']","['maybe', 'he', 'should', 'receive', 'petition', 'from', 'people', 'he', 'serves', 'to', 'do', 'his', 'job']","[('maybe', 'RB'), ('he', 'PRP'), ('should', 'MD'), ('receive', 'VB'), ('petition', 'NN'), ('from', 'IN'), ('people', 'NNS'), ('he', 'PRP'), ('serves', 'VBZ'), ('to', 'TO'), ('do', 'VB'), ('his', 'PRP$'), ('job', 'NN')]","[('maybe', 'r'), ('he', 'n'), ('should', 'n'), ('receive', 'v'), ('petition', 'n'), ('from', 'n'), ('people', 'n'), ('he', 'n'), ('serves', 'v'), ('to', 'n'), ('do', 'v'), ('his', 'n'), ('job', 'n')]","['maybe', 'he', 'should', 'receive', 'petition', 'from', 'people', 'he', 'serve', 'to', 'do', 'his', 'job']","['#', 'USER', '#', 'Maybe', 'he', 'should', 'receive', 'a', 'petition', 'from', 'the', 'people', 'he', 'serves', 'to', 'do', 'his', 'job', '.']"
